RecipeID,IngredientID,Amount,Unit
340,1583,259,tbsp
340,1667,142,tbsp
341,855,390,tbsp
341,870,170,cup
341,782,232,ml
342,1599,136,cup
342,49,442,g
342,999,50,ml
342,351,184,tbsp
343,1414,18,cup
343,1838,271,tsp
343,1383,359,cup
343,1498,407,g
344,1748,479,ml
344,713,185,tsp
344,109,317,tbsp
345,1089,356,tbsp
345,1070,498,g
345,55,397,cup
345,1195,231,g
345,605,281,ml
346,1165,221,cup
346,421,377,tsp
346,89,287,tbsp
346,32,159,tsp
346,48,19,cup
347,492,190,tsp
347,1473,8,g
347,1344,24,g
348,1298,326,ml
348,1652,493,tbsp
348,1819,460,tbsp
348,1399,82,tbsp
348,73,28,cup
349,355,383,cup
349,609,242,cup
349,397,23,ml
349,1302,412,tsp
349,816,446,ml
350,851,346,g
350,516,441,cup
350,1213,147,tbsp
351,1418,340,cup
351,1530,435,ml
351,1673,308,g
351,1687,182,g
352,1144,207,g
352,727,392,g
352,1058,382,tbsp
352,889,274,g
352,1312,16,cup
353,970,236,cup
353,864,32,tsp
353,133,482,ml
354,760,434,tsp
354,82,226,tsp
354,892,178,ml
354,184,171,g
355,367,460,g
355,1401,322,g
355,1058,203,tsp
355,854,127,cup
355,1392,494,g
356,875,467,cup
356,425,160,tsp
356,1299,225,ml
356,744,144,tbsp
356,966,220,g
357,541,125,ml
357,1544,223,g
